gauge_id,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,hfd_mean,geol_1st_class,glim_1st_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,low_prec_timing,gauge_lat,gauge_lon,elev_mean,area_gages2,area_geospa_fabric,soil_depth_pelletier,soil_depth_statsgo,max_water_content,sand_frac,silt_frac,clay_frac,other_frac,frac_forest,lai_max,gvf_max,dom_land_cover_frac,dom_land_cover,basin_hydro_unit,nwm,lstm,lstmnwm,lstmnwm-nwm,lstmnwm-lstm
1134500,2.077579,0.599173,1.408166,0.487598,1.107875,0.238225,7.096611,9.05,2.154762,46.15,6.88806,187.55,3,0.622421,0.0,0.0109,-14.1198,3.4674129999999996,2.091698,0.228672,0.280582,0.603245,15.85,1.152727,201.1,2.842403,2,44.511720000000004,-71.83731,450.54,195.13,209.5,4.0740739999999995,1.14386,0.476767,42.585993,43.335413,12.724207,1.096087,0.9963,4.93055,0.886216,0.603804,2,01,0.40517204625654357,0.7446810706407432,0.6783097310574178,0.2731376848008742,-0.06637133958332542
1137500,2.379463,0.597226,1.390544,0.54171,1.406601,0.48171499999999995,7.501904,8.25,1.6176469999999998,17.3,7.061224,189.15,2,0.7915800000000001,0.0,0.01,-14.1,3.9841919999999997,2.144046,0.171648,0.301815,0.538138,15.5,1.280992,204.35,2.989759,2,44.26867,-71.63036,784.85,228.55,238.32,1.561097,1.198084,0.475732,53.800582999999996,30.326244,8.728079,7.108573,0.9972,4.541468,0.865791,0.91161,1,01,0.722820624997742,0.811638606661262,0.6802819086114104,-0.042538716386331665,-0.13135669804985162
1139000,1.697473,0.5415369999999999,1.507105,0.57217,2.162962,0.268167,5.343473,4.15,1.6938779999999998,35.15,6.632075,183.4,4,0.521679,0.521679,0.0371,-12.922,3.134548,2.1139799999999997,0.23216199999999998,0.246563,0.674413,18.65,1.1692790000000002,219.65,3.227774,2,44.15034,-72.06509,373.34,246.33,259.5,3.75,1.351693,0.5636329999999999,44.456615,42.322291,13.294092000000001,0.0,0.9737,5.069474,0.880092,0.452347,2,01,0.5541086484253962,0.7277574146724783,0.6398058315121354,0.08569718308673924,-0.0879515831603429
1139800,1.8116830000000002,0.548411,1.543569,0.607173,1.7476150000000001,0.246804,5.579909,2.15,1.8695650000000001,37.25,7.163461999999999,190.2,4,1.0,1.0,0.06,-11.8,3.303515,2.127185,0.225579,0.262329,0.6439159999999999,19.45,1.164671,225.55,3.278343,2,44.09284,-72.33565,518.15,22.8,24.92,2.510638,1.230223,0.517911,45.314805,41.821044,13.098175999999999,0.0,1.0,5.213126,0.899033,1.0,2,01,-0.3850106919965244,0.7263171702516734,0.6860596217341184,1.0710703137306428,-0.04025754851755503
1142500,1.7230159999999999,0.5198149999999999,1.466223,0.571788,1.506497,0.178647,5.359421,5.75,2.12963,41.5,9.325842999999999,181.15,4,0.764501,0.764501,0.0585,-12.5655,3.3146709999999997,2.147047,0.17462,0.252308,0.647741,19.8,1.128205,224.75,3.206134,2,43.934509999999996,-72.65788,346.62,82.17,79.91,2.8768119999999997,1.456004,0.622479,43.406596,41.928581,14.438576000000001,0.0,0.9799,4.886292,0.88482,0.604969,3,01,0.13871339974882835,0.7325270945555946,0.6990831981715719,0.5603697984227436,-0.033443896384022676
1144000,1.858755,0.543359,1.519482,0.5627489999999999,1.7290259999999997,0.237792,5.983057,5.8,1.8125,42.0,10.120482,181.5,3,0.663469,0.323707,0.0273,-13.3802,3.42086,2.15774,0.19115,0.248466,0.63076,19.05,1.1339290000000002,225.15,3.3159059999999996,2,43.714240000000004,-72.41815,459.8,1790.24,1780.65,2.106799,1.3487870000000002,0.5666800000000001,44.959519,41.257531,13.082395,0.5328350000000001,0.9813,5.164034,0.897222,0.731156,2,01,0.44384262782375583,0.8069760317489918,0.7927619288480606,0.3489193010243048,-0.01421410290093117
1162500,1.835881,0.485229,1.8684610000000001,0.508575,1.153614,0.088591,6.3489889999999995,6.45,2.632653,85.15,14.191667,168.15,2,0.796053,0.0,0.01,-14.1,3.7835349999999996,2.25749,0.047445999999999995,0.226769,0.596662,21.1,1.146739,240.45,3.634921,4,42.682590000000005,-72.11508,310.07,49.71,77.93,9.323077,1.5,0.6043970000000001,65.48676400000001,25.589570000000002,8.775572,0.0,0.9663,5.4026819999999995,0.884473,1.0,1,01,0.685524088922445,0.7627790029201824,0.7825830826568961,0.09705899373445115,0.01980407973671372
1169000,2.2369630000000003,0.570484,1.494461,0.511888,1.081513,0.212155,7.4466529999999995,8.25,1.666667,65.2,9.381295,174.05,3,0.89439,0.019691999999999998,0.0204,-14.2609,3.9211660000000004,2.2525169999999997,0.063828,0.238973,0.574451,19.6,1.1264370000000001,228.15,3.441176,4,42.63842,-72.72509000000001,374.89,230.64,233.88,3.9556139999999997,1.203182,0.513363,42.507762,40.643327,12.696711,0.0,0.997,5.378126,0.904142,0.988783,1,01,0.6826786015611954,0.6929554790380972,0.7097084327292631,0.027029831168067675,0.016752953691165917
1170100,2.171761,0.557636,1.5953629999999999,0.5369970000000001,1.433915,0.21037899999999998,7.203208999999999,6.7,1.696203,62.15,9.207407,174.25,3,0.5384399999999999,0.318774,0.0416,-13.7095,3.8945819999999998,2.242787,0.06551900000000001,0.234654,0.575874,19.95,1.108333,226.35,3.3733230000000005,4,42.70342,-72.67065,325.71,106.99,109.26,3.654054,1.186325,0.49174300000000004,48.432411,40.004752,11.705966,0.0,0.997,5.3840639999999995,0.8998120000000001,0.8582190000000001,1,01,0.6264402627018749,0.7696443685364367,0.7628491081025605,0.13640884540068554,-0.006795260433876238
1181000,2.151425,0.5639350000000001,1.485966,0.491212,1.264259,0.150713,7.292503,9.05,1.560345,73.8,11.44186,168.0,3,0.824255,0.002995,0.0112,-14.1061,3.8150239999999997,2.266099,0.091932,0.217563,0.593993,20.4,1.159091,231.1,3.4544099999999998,4,42.23731,-72.89565,417.93,243.5,245.72,5.0275,1.185016,0.48430100000000004,47.767472999999995,38.686313,12.180116,0.307715,0.9944,5.3859900000000005,0.903143,0.799563,2,01,0.5928077380042882,0.7875746447050347,0.7782108268004244,0.1854030887961362,-0.009363817904610272
1187300,2.002281,0.506829,1.57942,0.444723,0.66668,0.063524,6.851501,11.8,1.6164379999999998,92.3,11.395062,158.65,1,0.709479,0.0,0.1377,-14.8804,3.9506080000000003,2.280598,0.087363,0.201269,0.577278,21.15,1.1815639999999998,236.55,3.608696,4,42.03732,-72.93899,309.1,53.92,54.22,6.9565220000000005,1.239682,0.507236,47.012992,32.157305,11.509022,0.0,0.9932,5.397199,0.891264,0.8672479999999999,2,01,0.6966783373667828,0.7832750108377338,0.7458015713707737,0.04912323400399099,-0.037473439466960023
1195100,1.622354,0.44056000000000006,2.124782,0.517895,1.183609,0.041216,4.945907,6.25,1.54321,102.1,12.08284,155.25,3,1.0,0.0,0.01,-14.1,3.682482,2.353993,-0.00228,0.10604300000000001,0.639241,22.6,1.280453,252.8,4.188898,3,41.30593,-72.5312,19.17,14.84,15.96,14.44,1.5,0.594508,58.888476000000004,30.578082000000002,9.539589999999999,0.915385,0.9171,5.469579,0.907068,0.979442,2,01,0.5712256393035123,0.7276997011857949,0.6875999480149579,0.1163743087114456,-0.040099753170836916
1333000,2.06809,0.558243,1.56615,0.5528069999999999,1.580211,0.218133,6.631232000000001,4.6,1.508197,50.6,10.019802,165.9,3,0.663358,0.312363,0.0302,-13.3765,3.704639,2.212718,0.146315,0.22224499999999997,0.597283,19.0,1.210191,227.9,3.409125,4,42.70897,-73.19677,485.91,112.16,111.5,2.837838,0.8942690000000001,0.384366,38.441728999999995,47.166515000000004,14.305504,0.0,0.9844,5.010562,0.89491,1.0,2,02,0.6304477222094708,0.747676367539692,0.7470871586432732,0.11663943643380248,-0.0005892088964187803
1350000,2.1075180000000002,0.544607,1.631092,0.45463400000000004,1.5642639999999999,0.09187000000000001,7.189819,11.35,1.8916669999999998,95.65,16.211864000000002,160.2,1,0.99945,0.0,0.1897,-15.2049,3.869796,2.246002,0.11182,0.23116,0.580393,20.4,1.1724139999999998,235.9,3.528796,4,42.31953,-74.43654000000001,612.78,612.51,614.25,1.924089,1.056072,0.45399700000000004,33.154681,43.300534000000006,12.784431,0.0,0.9966,5.0525839999999995,0.88676,1.0,2,02,0.7423452716766372,0.7499154918500782,0.7444717512142935,0.002126479537656323,-0.005443740635784677
1350080,1.534578,0.439352,1.9015959999999998,0.49230100000000004,1.33866,0.070036,5.0717419999999995,9.05,1.967391,106.7,19.577982000000002,169.55,1,0.9976520000000001,0.0,0.1802,-15.3774,3.492825,2.239033,0.145065,0.22115700000000002,0.641038,20.0,1.166181,235.75,3.4694629999999997,4,42.37703,-74.41292,587.35,83.84,89.57,3.054795,1.2110809999999999,0.5249550000000001,33.349078000000006,46.222844,13.808844,1.566302,0.9940000000000001,5.013337,0.877524,1.0,2,02,0.5973471604603037,0.6608454033446596,0.6867211083739536,0.08937394791364994,0.025875705029294038
1350140,1.4996530000000001,0.42829799999999996,1.841468,0.459147,1.179227,0.033545,5.143623000000001,11.1,2.074766,107.2,13.234568,166.45,1,0.997893,0.0,0.1573,-15.8034,3.5014220000000003,2.2405009999999996,0.157493,0.21985900000000003,0.639883,18.4,1.1794870000000002,227.4,3.283755,4,42.42897,-74.47293,579.74,43.76,47.57,3.222222,0.914485,0.363894,22.780970999999997,49.369862,13.586576999999998,14.032514,0.991,5.045958000000001,0.8866450000000001,0.990291,2,02,0.6380628045624653,0.6935692163149813,0.7564724579293663,0.11840965336690101,0.0629032416143851
1365000,2.719211,0.6456729999999999,1.5608030000000002,0.554875,1.3099459999999998,0.270286,8.005366,5.3,1.558824,47.6,10.818182,165.75,1,1.0,0.0,0.19,-15.2,4.211436,2.302954,0.122174,0.20227,0.546834,19.4,1.172205,230.15,3.422305,4,41.866479999999996,-74.4871,465.17,99.57,102.57,0.964706,0.692278,0.301408,26.218482,41.92431,12.991149,0.0,1.0,5.240054,0.9020370000000001,1.0,2,02,0.6000504672827163,0.679277590318801,0.7367030103351446,0.13665254305242835,0.05742542001634365
1411300,1.188186,0.374179,1.337293,0.72423,1.050374,0.33928800000000003,3.022748,0.95,1.9,3.9,4.875,175.15,7,1.0,0.0,0.22,-13.0,3.17545,2.534944,0.048562,0.048095,0.798294,22.85,1.336257,261.7,4.6815739999999995,4,39.306940000000004,-74.82056,15.25,79.32,79.37,49.29600000000001,1.5,0.36540900000000004,39.689338,14.098555,5.837616000000001,40.329658,0.8487,5.353999,0.893806,0.924639,1,02,0.28805725280128247,0.41420244243878335,0.4745937162455769,0.18653646344429442,0.060391273806793544
1413500,1.95934,0.5112369999999999,1.7904849999999999,0.530017,1.212596,0.132684,5.999619,5.5,2.075472,70.0,17.283951000000002,162.5,1,0.999906,0.0,0.19,-15.1998,3.832546,2.2347650000000003,0.146606,0.216908,0.583102,18.7,1.154321,224.6,3.190341,4,42.14481,-74.65349,724.51,424.1,434.0,1.494253,0.9179149999999999,0.395298,31.421573,47.224272,14.125661,1.364265,0.9974,4.862056,0.882832,1.0,2,02,0.6985960478061748,0.7559933007338363,0.8024640526602642,0.10386800485408942,0.04647075192642791
1414500,2.239578,0.562712,1.746363,0.530299,1.161063,0.163232,6.711475,5.45,1.703125,59.55,13.087912,159.65,1,1.0,0.0,0.19,-15.2,3.979971,2.229746,0.154117,0.216629,0.560242,19.35,1.1621620000000001,223.8,3.152113,4,42.1062,-74.73043,775.58,64.45,67.08,1.063636,0.7238060000000001,0.297566,25.055905,43.379811,12.771616,6.022099,1.0,5.089839,0.8886120000000001,1.0,2,02,0.5812199348263545,0.7708039721565293,0.7406962702228377,0.1594763353964832,-0.03010770193369161
1415000,1.8098779999999999,0.47967600000000005,1.769991,0.50984,1.2626700000000002,0.10285699999999999,5.657152,5.6,1.931034,76.35,11.568182,160.85,1,1.0,0.0,0.19,-15.2,3.7731230000000004,2.237511,0.147822,0.213452,0.593013,18.3,1.1806450000000002,215.55,3.068327,4,42.120090000000005,-74.81849,604.34,85.63,86.68,2.181818,0.9518260000000001,0.42328599999999994,31.300628000000003,52.434893,15.160482,0.0,1.0,4.764849,0.8766780000000001,1.0,2,02,0.655350604326199,0.7789290229370034,0.7891860417021777,0.1338354373759787,0.010257018765174264
1423000,1.840688,0.496978,1.806986,0.52281,1.479675,0.105299,5.748747,5.15,1.907407,78.65,18.080460000000002,162.2,1,0.9998610000000001,0.0,0.19,-15.1997,3.70376,2.22676,0.14246099999999998,0.21783000000000002,0.601216,15.95,1.16,211.35,3.006401,4,42.1662,-75.13989000000001,593.67,859.68,861.78,2.435565,1.0759450000000002,0.46703599999999995,35.548695,49.468065,14.672826,0.0,0.9854,4.327719,0.8591129999999999,0.749779,2,02,0.746426994029689,0.7935300377564799,0.8516755697050494,0.10524857567536039,0.05814553194856953
1434025,2.81644,0.6347619999999999,1.356883,0.493758,0.73885,0.244658,9.080074,8.3,1.418803,51.65,9.932692,163.85,1,1.0,0.0,0.19,-15.2,4.437002,2.272434,0.134901,0.237814,0.512155,19.15,1.1784620000000001,224.8,3.216023,4,41.99537,-74.50099,729.33,9.7,9.9,0.833333,0.666171,0.28944200000000003,25.075505,40.244183,12.472581,0.0,1.0,5.143147,0.8948379999999999,1.0,2,02,0.6418326001015894,0.7689602309265966,0.7710408957802052,0.1292082956786158,0.0020806648536085826
1435000,2.967315,0.6872520000000001,1.31836,0.540275,1.246484,0.383031,8.710410000000001,6.15,1.413793,39.3,11.391304,165.3,1,0.999776,0.0,0.19,-15.1995,4.317654,2.297073,0.134641,0.22361599999999998,0.5320189999999999,19.5,1.167665,226.65,3.28955,4,41.89009,-74.58988000000001,560.05,172.46,183.31,1.12,0.738995,0.321616,28.250343,44.204077000000005,13.743996,0.0,1.0,5.203119999999999,0.8982540000000001,1.0,2,02,0.6906748049516532,0.7760765278190022,0.847002703670009,0.15632789871835573,0.0709261758510068
1439500,2.027364,0.550427,1.673747,0.584467,1.1605370000000002,0.119977,5.854889,3.25,2.321429,56.75,15.985914999999999,156.1,1,0.998799,0.0,0.1848,-15.2772,3.6832580000000004,2.344558,0.117755,0.16376500000000002,0.636545,20.0,1.19403,235.75,3.5964910000000003,4,41.08815,-75.03766999999999,307.06,305.88,306.09,3.07377,1.5,0.631275,40.97318,45.341515,13.723851999999999,0.0,0.997,5.173878,0.8900530000000001,1.0,2,02,0.7501551707840156,0.6689913499061277,0.7240617543058521,-0.026093416478163545,0.055070404399724326
1440000,1.797091,0.506238,1.6480279999999998,0.589172,0.9531200000000001,0.16046,5.219322,3.6,1.636364,56.4,15.887324,159.85,1,0.844167,0.14952200000000002,0.1826,-14.227,3.549893,2.343016,0.107574,0.147767,0.6600239999999999,20.3,1.2378049999999998,242.0,3.928571,4,41.10667,-74.95222,234.2,167.72,171.56,4.186131,1.5,0.501853,32.953254,33.667249,11.140547,21.43908,0.9079999999999999,5.283249,0.8964040000000001,0.995338,2,02,0.632278528663746,0.7425108365631847,0.756231348784365,0.12395282012061903,0.013720512221180314
1440400,2.069011,0.551244,1.5878459999999999,0.562587,1.147147,0.195491,6.130053,4.45,1.854167,59.85,14.9625,156.1,1,1.0,0.0,0.1997,-14.8732,3.7533510000000003,2.33639,0.11586700000000001,0.17222300000000001,0.6224810000000001,20.4,1.1791909999999999,234.9,3.556397,4,41.08481,-75.21462,334.06,175.21,178.98,2.487633,1.5,0.642702,36.567082,48.694747,14.830171,0.0,0.9933,5.2049959999999995,0.895056,1.0,2,02,0.6616880019708008,0.6569606313627998,0.6362637304820704,-0.025424271488730388,-0.020696900880729396
1451800,1.759909,0.502371,1.581601,0.47715799999999997,1.548397,0.135441,5.903912,10.0,2.0,73.35,9.16875,153.5,1,0.997188,0.0028120000000000003,0.134,-16.2182,3.503207,2.4188509999999996,0.106708,0.128363,0.6904680000000001,23.8,1.233161,254.25,4.188633,4,40.66176,-75.62685,180.41,135.84,149.11,1.037037,0.827833,0.361222,32.128662,50.374122,17.617025,0.0,0.4915,2.0552599999999996,0.6913130000000001,0.993174,3,02,0.6662560239810997,0.7808288203131593,0.7835056078724218,0.11724958389132212,0.0026767875592625945
1466500,0.8532620000000001,0.241046,0.969017,0.837327,0.22554200000000002,0.395636,1.637114,0.2,2.0,0.0,0.0,181.15,7,1.0,0.0,0.22,-13.0,3.5398370000000003,3.059821,0.060312,0.062662,0.8643959999999999,23.45,1.2573729999999999,257.65,4.4808699999999995,4,39.885,-74.50528,38.94,5.38,6.25,49.636364,1.5,0.602852,83.366426,6.719467999999999,3.1806360000000002,6.509135,1.0,4.196265,0.823159,1.0,1,02,-8.82771489906761,0.18601637795404935,0.5133082812106551,9.341023180278265,0.32729190325660573
1484100,0.9968530000000001,0.300142,1.4048180000000001,0.7084189999999999,1.303015,0.152231,2.365023,2.4,1.454545,27.85,13.925,175.6,7,1.0,0.0,0.22,-13.0,3.321273,2.602614,0.086187,0.042572000000000006,0.78362,23.45,1.2087629999999998,256.9,4.36163,4,38.90578,-75.51275,17.97,9.0,9.66,49.555556,1.5,0.539999,58.691646999999996,14.647004999999998,13.866635999999998,13.00564,0.3605,2.100865,0.706893,1.0,3,02,-0.10062928282509476,0.5399053248125456,0.5820424000782058,0.6826716829033006,0.04213707526566024
1487000,1.304607,0.39071300000000003,1.6677650000000002,0.744017,1.317448,0.274148,3.067847,0.8,1.333333,12.25,6.805556,173.35,7,1.0,0.0,0.22,-13.0,3.339039,2.60757,0.087684,0.042469,0.780934,23.05,1.245946,256.65,4.425,4,38.72833,-75.56186,13.84,187.41,187.18,49.193103,1.5,0.399387,38.682619,16.341719,9.921566,35.145132000000004,0.4165,2.158202,0.709765,1.0,3,02,0.593372530310412,0.7168811403462976,0.7320445675199576,0.13867203720954557,0.015163427173660038
1491000,1.2295200000000002,0.37200900000000003,1.693093,0.5565399999999999,1.342325,0.10053,3.929064,6.3,2.0,77.95,14.045045000000002,173.05,7,1.0,0.0,0.2365,-12.4235,3.305076,2.5924560000000003,0.081209,0.050026,0.7843859999999999,21.85,1.213889,255.55,4.375856,4,38.99719,-75.78581,18.54,292.04,291.8,48.529018,1.5,0.35141500000000003,33.002944,16.804710999999998,8.065633,42.185043,0.2319,2.711639,0.758679,1.0,3,02,0.4853347897910548,0.7234371036067091,0.7203624283891923,0.23502763859813747,-0.003074675217516809
1510000,1.900061,0.548787,1.762527,0.504189,1.321721,0.127762,6.3114349999999995,9.2,2.021978,79.1,16.652632,164.0,8,0.836519,0.072008,0.1221,-16.0426,3.4622940000000004,2.2408200000000003,0.140558,0.23705700000000002,0.647207,16.2,1.109589,200.85,2.865193,3,42.54118,-75.89964,482.21,382.99,382.92,3.8426970000000003,1.1710209999999999,0.5016430000000001,25.245626,54.38518199999999,16.088244,4.226268,0.9804,4.5068150000000005,0.867877,0.573828,2,02,0.6377203055932881,0.7512791035238178,0.8258704840734166,0.1881501784801285,0.0745913805495988
1516500,1.029183,0.323374,1.62471,0.416854,1.201384,0.023316,3.575047,15.75,2.142857,122.15,14.121387,158.45,1,1.0,0.0,0.1734,-15.4207,3.182643,2.266105,0.164481,0.199239,0.71202,18.25,1.116208,232.75,3.353746,4,41.79091,-77.01469,634.59,31.48,31.56,4.886792,1.5,0.6562319999999999,29.820021,54.708243,15.500801999999998,0.0,0.9661,3.958986,0.825131,0.861261,3,02,0.586760529830753,0.5562996927003319,0.5665522178817475,-0.02020831194900552,0.010252525181415617
1518862,1.1983780000000002,0.39529000000000003,1.7456049999999999,0.42946599999999996,1.643721,0.034516000000000005,4.2862919999999995,16.25,2.321429,120.15,13.890173,163.65,1,1.0,0.0,0.1615,-15.7286,3.031641,2.267785,0.21995100000000004,0.20111099999999998,0.748039,18.5,1.138462,221.2,3.219796,4,41.92313,-77.53193,600.87,233.91,234.49,3.4274410000000004,1.326333,0.57701,26.92625,53.543282,14.025039999999999,5.569762,0.9837,3.9462550000000003,0.82947,0.8140539999999999,3,02,0.6180287002477416,0.7159908886297482,0.7373141252040093,0.1192854249562677,0.02132323657426105
1532000,1.347748,0.42182,1.569027,0.43623199999999995,1.676305,0.038867,4.637514,14.35,2.157895,101.2,13.675676000000001,150.8,1,1.0,0.0,0.1949,-14.735999999999999,3.1950790000000002,2.296907,0.165405,0.176741,0.718889,18.8,1.119048,230.75,3.3106169999999997,4,41.70702,-76.48467,507.14,553.94,556.68,3.3572230000000003,1.499937,0.6548350000000001,31.888773999999998,52.644313000000004,15.547339000000001,0.002264,0.9549,4.316376999999999,0.848867,0.6016779999999999,2,02,0.6536720295730086,0.5202066031838002,0.5788556303036285,-0.07481639926938011,0.058649027119828334
1539000,1.7784959999999999,0.519508,1.686977,0.518897,1.406484,0.128991,5.501291,6.35,1.9242419999999998,67.55,14.072917000000002,154.25,1,1.0,0.0,0.1661,-15.5264,3.423428,2.360102,0.139032,0.15628599999999998,0.689397,20.4,1.13649,236.0,3.5302919999999998,4,41.078140000000005,-76.43106,333.75,701.78,705.22,4.596068,1.3895389999999999,0.60944,32.846897,51.61985,15.632641,0.0,0.8311,4.6693489999999995,0.864375,0.5382140000000001,2,02,0.6860083374795074,0.8360715908768512,0.8337675776209252,0.14775924014141784,-0.0023040132559259963
